credit_score,salary,loan_amount,experience_years,company_stability,education_level,college_tier,device_age_days,email_age_years,upi_usage,phone_verified,linkedin_skills_count,linkedin_verified,vpn_usage,multiple_devices,disposable_email,impossible_login,job_stability_score,education_score,linkedin_score,device_trust_score,email_trust_score,default
727,59373,92278,14,7,3,3,734,0,2,1,39,1,0,0,0,0,9.8,5.5,10.0,7.67,4.0,0
838,63019,69471,11,5,2,2,724,8,0,1,36,1,0,0,0,0,7.4,5.0,10.0,7.62,8.8,0
459,213691,42116,15,5,1,3,406,7,0,1,15,1,0,0,0,0,9.0,2.5,8.25,6.029999999999999,8.2,0
448,36043,97116,5,2,4,2,263,7,2,1,8,1,0,0,0,0,3.2,8.0,5.2,5.3149999999999995,8.2,0
529,196604,39227,8,6,5,3,577,6,2,1,32,1,0,0,0,0,6.8,8.5,9.4,6.885,7.6,0
366,217008,6942,2,6,2,3,332,8,2,0,36,1,0,0,0,0,4.3999999999999995,4.0,8.8,1.66,8.8,0
680,39239,52664,7,4,3,3,22,10,2,1,32,1,0,0,0,0,5.2,5.5,9.2,4.11,10.0,0
357,161488,33069,6,5,2,2,59,2,2,1,48,1,0,1,1,0,5.4,5.0,10.0,4.295,1.2,0
558,154484,92342,3,7,2,3,769,7,1,1,0,1,0,0,0,0,5.4,4.0,3.6,7.845000000000001,8.2,0
641,101976,19407,12,8,1,2,242,0,2,1,46,0,0,0,0,0,9.600000000000001,3.5,9.3,5.21,4.0,0
429,44406,64201,18,6,2,2,962,0,2,1,36,1,0,0,0,0,10.0,5.0,10.0,8.809999999999999,4.0,0
471,21875,85093,6,5,3,3,549,10,2,0,8,1,0,0,0,0,5.4,5.5,5.4,2.745,10.0,0
508,188138,59348,9,3,1,3,625,12,2,1,17,1,0,0,0,0,5.4,2.5,7.35,7.125,10.0,0
653,156824,86981,24,7,2,3,875,14,2,1,37,1,0,0,0,0,10.0,4.0,10.0,8.375,10.0,0
770,237825,22878,11,8,4,2,105,14,1,1,20,1,0,0,0,0,9.2,8.0,8.2,4.525,10.0,0
415,229097,88100,2,3,2,3,352,5,1,1,43,1,0,0,0,0,2.5999999999999996,4.0,9.850000000000001,5.76,7.0,0
563,152425,83629,24,5,1,1,865,14,1,1,13,1,0,0,0,0,10.0,4.5,9.75,8.325,10.0,0
741,178058,60420,23,2,3,1,202,11,2,1,38,1,0,0,0,0,10.0,7.5,10.0,5.01,10.0,0
847,237979,96987,11,4,2,3,929,7,2,1,38,1,0,0,0,0,6.800000000000001,4.0,10.0,8.645,8.2,0
752,34691,48168,18,4,1,2,520,7,1,1,5,1,0,0,0,0,9.6,3.5,7.35,6.6,8.2,0
776,220919,59862,14,8,2,3,460,9,2,1,2,1,0,0,0,0,10.0,4.0,6.1,6.3,9.399999999999999,0
586,68075,94622,7,3,2,2,134,0,2,1,47,1,0,0,0,0,4.6,5.0,10.0,4.67,4.0,0
602,30794,87025,11,5,4,2,90,10,1,1,47,0,0,0,0,0,7.4,8.0,9.25,4.45,10.0,0
610,219542,33004,19,5,3,3,16,14,2,0,17,1,0,0,0,0,10.0,5.5,9.35,1.0,10.0,0
507,167478,25471,5,2,2,3,339,0,2,1,36,1,0,0,0,0,3.2,4.0,9.399999999999999,5.695,4.0,0
745,95930,96820,9,9,2,2,92,8,2,1,19,1,0,0,0,0,9.0,5.0,7.65,4.46,8.8,0
354,177944,65167,1,4,5,2,545,8,2,1,28,1,0,0,0,0,2.8,9.5,7.4,6.725,8.8,0
311,61708,88828,23,9,1,3,914,6,1,1,35,1,0,0,0,0,10.0,2.5,10.0,8.57,7.6,0
699,135492,70308,12,9,2,2,635,0,1,1,15,1,0,0,0,0,10.0,5.0,7.65,7.175,4.0,0
814,126629,88969,24,2,5,2,536,12,1,1,3,1,0,0,0,0,10.0,9.5,8.25,6.68,10.0,0
841,171872,19568,6,9,5,3,122,9,1,1,44,0,0,0,0,0,7.8,8.5,7.8,4.61,9.399999999999999,0
536,194469,14466,7,9,1,1,449,1,2,1,13,0,0,0,0,0,8.2,4.5,3.35,6.245,4.6,0
578,143313,96057,22,2,1,3,899,7,2,1,16,1,0,0,0,0,10.0,2.5,9.8,8.495000000000001,8.2,0
647,188981,62324,15,6,2,3,863,7,2,1,34,1,0,0,0,0,9.6,4.0,10.0,8.315000000000001,8.2,0
403,41352,20467,10,9,1,3,771,10,2,0,34,1,0,0,0,0,9.399999999999999,2.5,10.0,3.855,10.0,0
816,121975,80955,3,4,3,2,666,12,1,1,48,0,0,0,0,0,3.6,6.5,7.799999999999999,7.33,10.0,0
547,113848,57948,16,2,1,3,28,4,1,1,44,1,0,0,0,0,7.6000000000000005,2.5,10.0,4.14,6.4,0
663,166510,21676,15,7,1,1,18,1,1,1,31,0,0,0,0,0,10.0,4.5,7.6499999999999995,4.09,4.6,0
620,239993,99791,18,9,2,1,841,2,1,1,9,0,0,0,0,0,10.0,6.0,4.95,8.205,5.2,0
585,64999,36514,22,6,5,1,194,4,2,1,28,1,0,0,0,0,10.0,10.0,10.0,4.97,6.4,0
448,38482,27650,10,4,2,2,47,2,2,1,11,1,0,0,0,0,6.4,5.0,6.65,4.235,5.2,0
383,183543,93290,6,1,2,1,732,9,2,1,8,1,0,0,0,0,3.0000000000000004,6.0,5.4,7.66,9.399999999999999,0
705,67279,82701,12,4,5,3,913,0,2,1,25,0,0,0,0,0,7.200000000000001,8.5,6.15,8.565000000000001,4.0,0
755,129413,15683,18,3,2,2,143,13,1,0,20,1,0,1,0,0,9.0,5.0,9.6,1.0,10.0,0
460,74213,64819,16,7,2,2,954,5,2,1,0,1,0,0,0,0,10.0,5.0,6.2,8.77,7.0,0
759,133909,85978,24,5,2,3,111,13,2,1,35,1,0,0,0,0,10.0,4.0,10.0,4.555,10.0,0
849,33026,9860,21,3,1,2,950,4,0,1,18,1,0,0,0,0,10.0,3.5,9.9,8.75,6.4,0
799,105184,8729,12,2,2,3,158,2,2,1,5,1,0,0,0,0,6.000000000000001,4.0,6.15,4.79,5.2,0
808,25435,36351,11,2,2,3,102,8,0,1,46,0,0,0,0,0,5.6000000000000005,4.0,9.1,4.51,8.8,0
780,159565,67744,6,5,2,3,811,9,2,1,17,1,0,0,0,0,5.4,4.0,6.75,8.055,9.399999999999999,0
413,223299,29346,0,8,1,2,149,7,2,1,36,1,0,0,0,0,4.8,3.5,8.399999999999999,4.745,8.2,0
660,79321,79155,0,8,2,3,304,6,2,1,7,1,0,0,0,1,4.8,4.0,4.05,5.52,7.6,0
640,153835,81700,19,5,2,3,873,11,2,1,10,0,0,0,0,0,10.0,4.0,5.300000000000001,8.365,10.0,0
748,40389,11955,22,2,1,3,783,13,2,1,4,1,0,0,0,0,10.0,2.5,8.0,7.915,10.0,0
479,51498,70642,13,4,1,1,602,12,2,1,20,1,0,0,0,0,7.6,4.5,8.6,7.01,10.0,0
706,83755,75290,14,7,4,3,553,14,2,1,39,0,0,0,0,0,9.8,7.0,8.65,6.765000000000001,10.0,0
495,121545,49293,10,6,2,3,197,12,0,1,42,1,0,0,0,0,7.6,4.0,10.0,4.985,10.0,0
765,55825,66336,23,7,1,1,145,10,2,1,20,1,0,0,0,0,10.0,4.5,10.0,4.725,10.0,0
610,36934,26662,8,5,3,3,175,1,2,1,19,1,0,0,0,1,6.2,5.5,7.45,4.875,4.6,0
561,25574,11408,16,2,1,3,486,13,2,1,41,0,0,0,0,0,7.6000000000000005,2.5,9.35,6.43,10.0,0
718,150698,45403,3,8,3,3,156,9,0,1,8,1,0,0,0,0,6.0,5.5,4.8,4.78,9.399999999999999,0
705,189251,6225,19,2,3,1,254,4,1,1,1,0,1,0,0,1,8.8,7.5,3.95,5.27,6.4,0
442,152659,17196,18,8,3,3,192,4,2,1,48,0,0,0,0,1,10.0,5.5,10.0,4.96,6.4,0
641,62782,74786,6,7,3,1,18,5,1,1,3,0,0,0,0,0,6.6000000000000005,7.5,1.6500000000000001,4.09,7.0,0
615,205484,20372,0,3,1,3,445,5,1,1,25,0,0,1,0,0,1.7999999999999998,2.5,3.75,6.225,7.0,0
400,80561,22279,8,4,3,1,165,2,1,1,11,1,0,0,0,0,5.6,7.5,6.25,4.825,5.2,0
543,228296,59240,12,7,1,1,839,10,1,1,18,1,0,0,0,0,9.0,4.5,8.1,8.195,10.0,0
789,155481,97404,23,4,2,2,697,3,0,1,18,1,0,0,0,0,10.0,5.0,10.0,7.484999999999999,5.8,0
311,147159,43187,1,9,4,3,123,0,2,1,18,1,0,0,0,0,5.8,7.0,5.9,4.615,4.0,0
538,222391,53481,1,7,2,3,764,10,2,1,28,1,0,0,0,0,4.6000000000000005,4.0,7.4,7.82,10.0,0
341,46751,33475,23,1,5,1,176,0,2,0,38,1,0,0,0,0,9.8,10.0,10.0,1.0,4.0,0
728,58174,49552,14,1,1,1,497,4,2,0,44,0,0,0,0,0,6.2,4.5,9.4,2.485,6.4,0
457,142678,72969,16,4,2,2,446,11,1,1,33,1,0,0,0,0,8.8,5.0,10.0,6.23,10.0,0
515,76572,81534,12,9,1,3,232,3,2,1,7,1,0,0,0,0,10.0,2.5,6.45,5.16,5.8,0
761,81416,11858,6,4,3,2,200,14,2,1,5,1,0,1,0,0,4.800000000000001,6.5,4.95,5.0,10.0,0
433,163113,79486,8,5,1,2,796,6,0,1,31,1,0,0,0,0,6.2,3.5,9.25,7.98,7.6,0
366,174299,79474,11,1,1,3,810,6,0,1,27,0,0,0,0,0,5.0,2.5,6.25,8.05,7.6,0
306,55201,30168,2,2,2,2,585,3,2,1,10,1,0,0,0,0,2.0,5.0,4.9,6.925,5.8,0
825,56069,37099,22,4,3,2,803,9,1,1,27,0,0,0,0,0,10.0,6.5,8.45,8.015,9.399999999999999,0
372,233262,76180,21,4,1,2,182,13,2,1,31,1,0,0,0,0,10.0,3.5,10.0,4.91,10.0,0
698,46370,66455,14,6,3,3,266,14,2,1,40,0,0,0,0,0,9.2,5.5,8.8,5.33,10.0,0
704,246090,59240,6,6,1,3,724,13,1,0,7,1,0,1,0,0,6.0,2.5,5.25,3.62,10.0,0
429,145342,79796,22,8,1,3,459,12,2,0,19,1,0,0,0,0,10.0,2.5,10.0,2.295,10.0,0
765,162658,59592,0,9,2,2,510,1,2,1,23,1,0,0,0,0,5.3999999999999995,5.0,6.449999999999999,6.55,4.6,0
505,201303,52458,13,1,5,3,940,9,1,1,26,0,0,0,0,0,5.8,8.5,6.5,8.7,9.399999999999999,0
565,145758,63046,18,1,1,1,86,3,2,1,46,1,1,0,0,0,7.8,4.5,10.0,4.43,5.8,0
836,156394,21488,15,6,1,3,624,7,0,1,10,0,0,0,0,0,9.6,2.5,4.5,7.12,8.2,0
552,85294,63841,9,4,3,3,235,1,2,1,46,1,0,0,0,0,6.0,5.5,10.0,5.175,4.6,0
588,99468,5395,0,4,2,3,235,4,1,1,22,0,1,0,0,0,2.4,4.0,3.3,5.175,6.4,0
463,180371,57669,4,1,3,2,748,12,2,1,21,1,0,0,0,0,2.2,6.5,6.95,7.74,10.0,0
394,110715,15845,2,9,2,3,617,6,0,1,4,0,0,0,0,1,6.199999999999999,4.0,1.0,7.085,7.6,0
409,90793,41059,16,3,2,3,950,9,2,1,47,1,0,0,0,0,8.2,4.0,10.0,8.75,9.399999999999999,0
635,197573,23394,17,5,2,2,85,5,2,1,33,1,0,0,0,0,9.8,5.0,10.0,4.425,7.0,0
537,208206,98993,20,1,2,3,42,12,0,1,30,0,1,0,0,1,8.6,4.0,8.5,4.21,10.0,0
680,131672,50906,18,8,3,3,603,13,2,0,46,0,0,0,0,0,10.0,5.5,10.0,3.015,10.0,0
735,160849,64332,21,3,3,3,78,8,1,1,36,1,0,0,0,0,10.0,5.5,10.0,4.39,8.8,0
782,162321,42305,24,1,2,3,860,1,2,1,46,1,0,0,0,0,10.0,4.0,10.0,8.3,4.6,0
324,140902,47628,21,6,4,1,424,3,2,1,25,0,0,0,0,0,10.0,9.0,7.95,6.12,5.8,0
416,41390,26352,17,1,2,3,740,6,2,1,22,1,0,0,0,0,7.4,4.0,9.7,7.7,7.6,0
781,40369,91682,15,3,2,3,457,11,1,1,42,1,0,0,0,0,7.8,4.0,10.0,6.285,10.0,0
691,163953,87971,1,5,3,2,371,7,0,1,37,1,0,0,0,0,3.4,6.5,8.75,5.855,8.2,0
836,29587,56993,14,4,3,2,879,4,2,0,37,1,1,0,0,0,8.0,6.5,10.0,4.395,6.4,0
378,244872,44386,12,7,1,1,379,4,2,1,31,1,0,0,0,0,9.0,4.5,10.0,5.895,6.4,0
472,225399,61624,12,6,3,1,408,3,2,1,4,0,0,0,0,0,8.4,7.5,3.0000000000000004,6.04,5.8,0
311,127009,62065,15,3,2,3,823,8,2,1,24,1,0,0,0,0,7.8,4.0,9.6,8.115,8.8,0
427,238983,90504,7,8,3,2,129,11,2,1,32,0,1,0,0,0,7.6,6.5,6.2,4.645,10.0,0
391,239219,13539,10,8,3,1,57,9,2,1,6,1,0,0,0,0,8.8,7.5,5.9,4.285,9.399999999999999,0
842,158905,6263,7,2,2,2,77,3,1,1,15,1,0,0,1,0,4.0,5.0,6.65,4.385,1.7999999999999998,0
831,67013,18305,21,7,1,2,348,2,1,1,48,1,0,0,0,0,10.0,3.5,10.0,5.74,5.2,0
746,137341,58817,9,1,3,2,94,8,1,1,28,1,0,0,0,0,4.2,6.5,9.0,4.47,8.8,0
689,147785,29398,22,2,3,1,903,6,1,0,14,1,0,0,0,0,10.0,7.5,9.5,4.515,7.6,0
342,214692,80801,0,8,2,2,945,8,2,1,19,1,0,0,0,0,4.8,5.0,5.85,8.725,8.8,0
553,166826,54107,11,1,2,3,386,3,2,1,21,1,0,0,0,0,5.0,4.0,8.35,5.93,5.8,0
429,127584,37152,8,2,5,1,394,2,2,1,9,1,1,0,0,0,4.4,10.0,5.95,5.97,5.2,0
359,98113,98260,4,1,2,3,285,9,1,1,7,0,0,1,0,0,2.2,4.0,1.85,5.425,9.399999999999999,0
766,247703,35624,8,5,2,1,777,7,2,1,31,1,0,0,0,0,6.2,6.0,9.25,7.885,8.2,0
586,106784,61132,15,7,2,2,927,3,2,1,27,1,0,0,1,0,10.0,5.0,10.0,8.635,1.7999999999999998,0
816,55282,57979,17,6,2,2,959,9,2,1,8,1,0,1,0,0,10.0,5.0,7.6000000000000005,8.795,9.399999999999999,0
766,187809,63013,7,6,4,1,214,2,2,1,30,1,0,0,0,0,6.4,9.0,8.9,5.07,5.2,0
644,248499,99925,22,6,3,2,754,14,1,1,22,1,0,0,0,0,10.0,6.5,10.0,7.77,10.0,0
681,44124,68797,10,8,2,2,74,11,1,1,18,1,0,0,0,0,8.8,5.0,7.699999999999999,4.37,10.0,0
552,90102,56798,19,5,3,2,920,3,2,1,31,1,0,0,0,0,10.0,6.5,10.0,8.6,5.8,0
355,153268,21650,18,7,3,3,838,1,2,1,9,0,0,0,0,0,10.0,5.5,4.95,8.190000000000001,4.6,0
762,81527,31014,3,3,2,1,88,11,1,1,19,1,0,0,0,0,3.0,6.0,6.45,4.44,10.0,0
756,150371,81421,19,9,1,3,535,10,2,1,34,1,0,0,0,0,10.0,2.5,10.0,6.675,10.0,0
382,150942,12434,9,3,3,3,334,3,2,1,30,1,0,0,0,0,5.4,5.5,9.3,5.67,5.8,0
398,116651,35028,23,6,2,3,387,6,2,1,10,0,0,0,0,0,10.0,4.0,6.1000000000000005,5.9350000000000005,7.6,0
448,105395,71558,12,3,1,2,826,14,1,0,42,1,0,0,0,0,6.6000000000000005,3.5,10.0,4.13,10.0,0
628,31345,29331,19,1,2,3,911,12,2,1,39,0,0,0,0,0,8.200000000000001,4.0,9.65,8.555,10.0,0
455,144544,72573,13,1,5,2,690,2,1,1,9,1,0,0,0,0,5.8,9.5,6.95,7.45,5.2,0
489,54077,79292,20,3,2,1,680,0,1,1,8,1,0,0,0,0,9.8,6.0,8.2,7.4,4.0,0
793,150429,51326,1,4,5,1,637,9,2,1,41,1,0,0,0,0,2.8,10.0,9.35,7.1850000000000005,9.399999999999999,0
562,217472,87979,3,2,1,3,355,7,2,1,9,0,0,0,0,0,2.4000000000000004,2.5,1.95,5.775,8.2,0
379,32055,9123,6,9,3,2,713,5,0,0,49,1,1,0,0,0,7.8,6.5,10.0,3.565,7.0,0
699,123693,21603,18,8,1,3,866,13,1,1,36,1,0,0,0,0,10.0,2.5,10.0,8.33,10.0,0
559,105283,70941,16,3,2,2,444,2,2,0,36,1,0,0,0,0,8.2,5.0,10.0,2.22,5.2,0
400,64484,47597,15,7,2,3,964,7,2,1,6,0,0,0,0,0,10.0,4.0,3.9,8.82,8.2,0
658,97514,68238,12,4,2,3,704,5,2,0,19,1,0,0,0,0,7.200000000000001,4.0,8.25,3.52,7.0,0
679,110135,89238,23,5,3,3,894,0,2,1,19,1,0,0,0,0,10.0,5.5,10.0,8.469999999999999,4.0,0
520,55771,47719,23,4,3,2,387,8,2,1,7,0,0,0,0,0,10.0,6.5,5.65,5.9350000000000005,8.8,0
719,208726,96786,21,9,2,3,954,10,2,1,16,0,0,0,0,0,10.0,4.0,6.6,8.77,10.0,0
423,197612,46751,22,7,4,3,752,8,2,1,37,1,0,0,0,0,10.0,7.0,10.0,7.76,8.8,0
721,234223,91978,17,4,2,2,689,8,0,1,24,1,0,0,0,0,9.200000000000001,5.0,10.0,7.445,8.8,0
530,130284,22693,20,8,2,2,24,13,1,1,12,1,0,0,0,0,10.0,5.0,8.8,4.12,10.0,0
362,137399,94541,11,2,1,3,463,12,1,1,44,1,1,0,0,0,5.6000000000000005,2.5,10.0,6.3149999999999995,10.0,0
784,124885,42697,22,7,2,2,202,11,1,1,12,1,0,0,0,0,10.0,5.0,9.2,5.01,10.0,0
782,180449,99524,24,1,3,3,242,5,1,1,47,1,0,0,0,0,10.0,5.5,10.0,5.21,7.0,0
818,246639,34992,0,8,1,1,272,5,2,1,1,0,0,0,0,0,4.8,4.5,1.0,5.36,7.0,0
454,200645,68825,14,6,1,3,455,12,0,1,36,1,0,0,0,0,9.2,2.5,10.0,6.275,10.0,0
391,193805,14522,2,5,1,1,63,3,1,1,41,1,0,0,0,0,3.8,4.5,9.55,4.315,5.8,0
825,149344,50406,5,9,2,2,701,7,0,1,41,1,0,0,0,0,7.3999999999999995,5.0,10.0,7.505,8.2,0
754,162832,17121,13,9,2,2,956,8,0,1,10,1,0,1,0,0,10.0,5.0,7.1,8.780000000000001,8.8,0
809,133226,19219,22,3,1,3,13,11,2,1,19,0,0,0,0,0,10.0,2.5,7.25,4.065,10.0,0
482,119250,6617,5,9,2,2,266,6,1,1,8,1,0,0,0,0,7.3999999999999995,5.0,5.2,5.33,7.6,0
685,45762,48016,0,9,3,3,370,6,2,1,44,1,0,0,0,0,5.3999999999999995,5.5,9.6,5.85,7.6,0
704,202058,55672,19,2,2,3,843,12,1,1,44,0,0,0,0,0,8.8,4.0,10.0,8.215,10.0,0
545,185404,29276,5,5,2,2,249,1,2,1,28,0,0,0,0,0,5.0,5.0,5.2,5.245,4.6,0
770,191172,77240,7,2,1,2,491,1,0,1,33,1,0,0,0,0,4.0,3.5,9.350000000000001,6.455,4.6,0
722,156016,60735,14,1,4,2,684,11,2,1,4,1,0,0,0,0,6.2,8.0,6.4,7.42,10.0,0
364,68825,22959,13,7,2,2,470,14,1,1,30,1,0,0,0,0,9.4,5.0,10.0,6.35,10.0,0
312,33877,33522,15,4,5,1,858,9,2,1,25,1,0,0,0,0,8.4,10.0,9.75,8.29,9.399999999999999,0
512,181062,61087,19,5,5,3,147,10,0,1,36,1,0,0,1,0,10.0,8.5,10.0,4.735,6.0,0
541,149065,14953,22,4,3,3,460,1,2,1,43,1,0,0,0,0,10.0,5.5,10.0,6.3,4.6,0
792,128443,31567,15,6,1,2,333,3,0,1,19,0,0,0,0,0,9.6,3.5,5.85,5.665,5.8,0
512,119612,65523,18,2,2,3,482,8,1,1,7,0,0,0,0,0,8.4,4.0,4.65,6.41,8.8,0
637,137674,67708,23,8,1,3,750,4,2,1,5,1,0,0,0,0,10.0,2.5,8.350000000000001,7.75,6.4,0
472,135074,27560,0,4,4,3,623,1,2,1,17,1,0,0,0,0,2.4,7.0,5.55,7.115,4.6,0
463,206355,63390,3,8,3,3,486,3,2,1,7,1,0,0,0,0,6.0,5.5,4.65,6.43,5.8,0
764,154330,73149,23,3,5,3,202,6,2,1,24,1,0,0,0,0,10.0,8.5,10.0,5.01,7.6,0
796,51629,41660,9,5,3,2,316,4,2,1,1,1,0,0,0,0,6.6,6.5,4.95,5.58,6.4,0
694,188651,50104,19,3,2,3,551,10,2,0,27,1,0,0,0,0,9.4,4.0,10.0,2.755,10.0,0
607,174030,62805,17,7,2,3,816,7,2,1,41,1,0,0,0,0,10.0,4.0,10.0,8.08,8.2,0
482,190537,29496,1,3,2,2,768,0,2,1,24,1,0,0,0,0,2.1999999999999997,5.0,6.8,7.84,4.0,0
809,236925,88301,3,8,2,2,915,13,0,1,19,1,0,0,0,0,6.0,5.0,6.45,8.575,10.0,0
845,35775,96257,14,9,3,2,230,12,2,1,5,1,0,0,0,0,10.0,6.5,6.550000000000001,5.15,10.0,0
526,227647,8515,3,2,4,2,181,13,2,0,36,1,0,0,0,0,2.4000000000000004,8.0,9.0,1.0,10.0,0
735,245705,9454,15,3,2,2,169,14,2,1,15,1,1,0,0,0,7.8,5.0,8.25,4.845,10.0,0
721,185279,27873,14,7,4,3,181,4,2,0,34,1,0,0,0,0,9.8,7.0,10.0,1.0,6.4,0
320,173625,78920,17,5,4,3,72,3,2,1,35,1,0,0,0,0,9.8,7.0,10.0,4.36,5.8,0
696,204704,18727,6,7,2,2,582,2,2,1,0,1,0,0,0,0,6.6000000000000005,5.0,4.2,6.91,5.2,0
404,20055,74070,14,2,2,1,74,6,1,1,13,1,0,0,0,0,6.800000000000001,6.0,7.75,4.37,7.6,0
491,108697,54979,21,4,3,3,178,9,1,1,13,1,0,0,0,0,10.0,5.5,9.15,4.89,9.399999999999999,0
316,183945,30465,10,1,2,2,90,10,0,1,23,1,0,0,0,0,4.6,5.0,8.45,4.45,10.0,0
419,121505,58900,18,5,1,1,768,0,2,1,18,1,1,0,0,0,10.0,4.5,9.3,7.84,4.0,0
692,100720,64799,7,8,2,3,277,5,1,1,37,1,0,0,0,0,7.6,4.0,9.95,5.385,7.0,0
724,217277,26330,23,1,5,2,389,7,1,1,43,0,0,1,0,0,9.8,9.5,10.0,5.945,8.2,0
428,98199,13302,0,7,1,1,779,1,1,1,17,0,0,0,0,0,4.2,4.5,2.55,7.895,4.6,0
429,176390,83443,2,7,3,2,82,5,0,1,8,1,0,0,0,0,5.0,6.5,4.6,4.41,7.0,0
328,53734,94966,4,7,3,3,341,10,1,1,12,1,0,0,0,0,5.800000000000001,5.5,5.6,5.705,10.0,0
396,233299,77717,17,1,3,3,197,0,0,1,44,1,0,0,0,0,7.4,5.5,10.0,4.985,4.0,0
309,169594,17875,11,3,2,2,34,12,1,1,18,1,0,0,0,0,6.2,5.0,7.9,4.17,10.0,0
541,162728,32219,11,2,3,2,237,12,2,1,9,0,0,0,0,0,5.6000000000000005,6.5,3.55,5.1850000000000005,10.0,0
531,166965,41182,20,5,2,3,127,5,2,1,37,1,0,0,0,0,10.0,4.0,10.0,4.635,7.0,0
583,36493,85541,18,2,1,3,454,5,2,1,2,1,0,0,0,0,8.4,2.5,6.9,6.27,7.0,0
499,154704,47269,8,5,5,3,117,4,2,1,47,1,0,0,0,0,6.2,8.5,10.0,4.585,6.4,0
378,115872,84781,10,5,2,3,251,6,2,1,40,1,0,0,0,0,7.0,4.0,10.0,5.255,7.6,0
472,239720,11457,16,4,3,3,620,13,2,1,16,1,0,0,0,0,8.8,5.5,8.6,7.1,10.0,0
766,81779,11749,15,7,2,3,543,4,2,1,22,1,0,0,0,0,10.0,4.0,9.3,6.715,6.4,0
715,189524,38064,3,6,1,3,490,14,0,1,26,1,0,0,0,0,4.8,2.5,7.5,6.45,10.0,0
748,164338,14821,9,2,5,3,512,13,2,1,8,1,0,0,0,0,4.8,8.5,6.0,6.5600000000000005,10.0,0
386,141187,83655,21,4,3,3,507,7,1,0,4,1,1,0,0,0,10.0,5.5,7.8,2.535,8.2,0
400,136603,12664,14,7,1,2,65,1,1,1,18,0,0,0,0,0,9.8,3.5,5.5,4.325,4.6,0
307,81607,34281,24,9,5,3,158,5,1,1,28,1,0,0,0,0,10.0,8.5,10.0,4.79,7.0,0
499,36940,36821,18,9,3,3,320,4,2,1,14,1,0,0,0,0,10.0,5.5,8.7,5.6,6.4,0
804,175075,29647,2,3,2,3,561,9,2,1,41,1,0,0,0,0,2.5999999999999996,4.0,9.55,6.805,9.399999999999999,0
386,147880,74918,20,1,3,1,956,1,1,1,35,1,0,0,0,0,8.6,7.5,10.0,8.780000000000001,4.6,0
342,118408,86985,22,9,1,3,671,10,2,1,11,1,0,0,0,0,10.0,2.5,9.05,7.355,10.0,0
684,54815,87799,4,8,2,3,933,12,2,1,13,1,0,0,0,0,6.4,4.0,5.75,8.665,10.0,0
734,181941,95179,10,7,1,2,130,6,0,1,14,1,0,0,0,0,8.2,3.5,7.1,4.65,7.6,0
707,69297,79944,23,6,2,3,781,3,2,1,30,1,0,0,0,0,10.0,4.0,10.0,7.904999999999999,5.8,0
782,80107,94142,4,7,2,3,35,5,2,0,4,1,0,0,0,0,5.800000000000001,4.0,4.4,1.0,7.0,0
316,102793,32603,6,9,4,2,992,4,0,0,43,1,0,0,0,0,7.8,8.0,10.0,4.96,6.4,0
447,167754,51458,5,6,3,2,121,3,1,1,2,1,0,0,0,0,5.6,6.5,4.3,4.605,5.8,0
576,39622,75605,12,3,2,3,520,12,2,1,46,0,0,0,0,0,6.6000000000000005,4.0,9.3,6.6,10.0,0
531,50408,24623,1,3,4,3,890,1,2,1,29,1,0,1,0,0,2.1999999999999997,7.0,7.55,8.45,4.6,0
665,159909,49440,18,4,2,1,965,12,1,1,46,1,0,0,0,0,9.6,6.0,10.0,8.825,10.0,0
527,215282,87427,10,8,3,1,32,12,2,1,11,0,0,0,0,0,8.8,7.5,3.65,4.16,10.0,0
735,166479,12704,19,9,1,1,690,6,1,1,14,1,0,0,0,0,10.0,4.5,8.9,7.45,7.6,0
698,180381,98826,4,8,4,2,835,4,2,1,37,0,0,0,0,0,6.4,8.0,6.35,8.175,6.4,0
510,222990,32460,8,2,4,2,273,12,2,1,27,0,0,1,0,0,4.4,8.0,5.65,5.365,10.0,0
690,113190,88045,5,4,3,3,125,2,0,1,48,1,0,0,0,0,4.4,5.5,10.0,4.625,5.2,0
798,169967,87805,16,4,4,3,489,5,1,1,22,1,1,0,0,0,8.8,7.0,9.5,6.445,7.0,0
839,237984,78511,18,2,2,3,316,7,1,1,46,1,0,1,0,0,8.4,4.0,10.0,5.58,8.2,0
790,20370,11565,22,8,4,1,240,10,2,1,14,1,0,0,0,0,10.0,9.0,9.5,5.2,10.0,0
741,134212,93003,7,3,2,2,710,9,2,1,10,1,0,0,0,0,4.6,5.0,5.9,7.55,9.399999999999999,0
560,20486,9870,6,2,1,2,501,9,2,1,29,1,0,0,0,0,3.6000000000000005,3.5,8.55,6.505,9.399999999999999,0
649,43762,23909,4,7,3,3,778,11,2,1,11,1,0,0,0,0,5.800000000000001,5.5,5.45,7.890000000000001,10.0,0
651,46613,14117,14,1,3,3,129,1,2,1,18,1,0,0,0,0,6.2,5.5,8.5,4.645,4.6,0
819,23196,72474,9,6,2,3,295,10,0,1,31,1,0,0,0,0,7.199999999999999,4.0,9.45,5.475,10.0,0
619,246009,98926,23,3,1,1,997,9,2,1,0,1,0,0,1,0,10.0,4.5,7.6000000000000005,8.985,5.3999999999999995,0
437,120565,49322,15,3,1,3,794,11,1,1,15,1,0,0,0,0,7.8,2.5,8.25,7.970000000000001,10.0,0
